Proteotoxic Stress Proteins		
This table was generated by retriving a list of heat shock and autophagy proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	HSF1 HSTF1	cellular response to angiotensin [GO:1904385]; cellular response to cadmium ion [GO:0071276]; cellular response to copper ion [GO:0071280]; cellular response to diamide [GO:0072738]; cellular response to estradiol stimulus [GO:0071392]; cellular response to gamma radiation [GO:0071480]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to L-glutamine [GO:1904845]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nitroglycerin [GO:1904843]; cellular response to potassium ion [GO:0035865]; cellular response to sodium arsenite [GO:1903936]; cellular response to unfolded protein [GO:0034620]; cellular response to xenobiotic stimulus [GO:0071466]; defense response [GO:0006952]; DNA repair [GO:0006281]; embryonic placenta development [GO:0001892]; embryonic process involved in female pregnancy [GO:0060136]; epithelial cell proliferation [GO:0050673]; female meiotic nuclear division [GO:0007143]; MAPK cascade [GO:0000165]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of double-strand break repair via nonhomologous end joining [GO:2001033]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of inclusion body assembly [GO:0090084]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of apoptotic DNA fragmentation [GO:1902512]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of gene expression [GO:0010628]; positive regulation of inclusion body assembly [GO:0090261]; positive regulation of macrophage differentiation [GO:0045651]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of stress granule assembly [GO:0062029]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein-containing complex assembly [GO:0065003]; regulation of cellular response to heat [GO:1900034]; regulation of transcription by RNA polymerase II [GO:0006357]; response to activity [GO:0014823]; response to hypobaric hypoxia [GO:1990910]; response to nutrient [GO:0007584]; response to peptide [GO:1901652]; response to psychosocial stress [GO:1990911]; response to testosterone [GO:0033574]; spermatogenesis [GO:0007283]
Heat shock factor 2-binding protein	HSF2BP MEILB2	double-strand break repair involved in meiotic recombination [GO:1990918]; female meiosis I [GO:0007144]; male meiosis I [GO:0007141]; spermatogenesis [GO:0007283]; transcription by RNA polymerase II [GO:0006366]
Heat shock factor protein 4 (HSF 4) (hHSF4) (Heat shock transcription factor 4) (HSTF 4)	HSF4	lens fiber cell differentiation [GO:0070306]; negative regulation of transcription by RNA polymerase II [GO:0000122]
Heat shock factor protein 5 (HSF 5) (Heat shock transcription factor 5) (HSTF 5)	HSF5 HSTF5	cell differentiation [GO:0030154]; male meiotic nuclear division [GO:0007140]; spermatogenesis [GO:0007283]
Heat shock transcription factor, X-linked	HSFX1 LW-1; HSFX2	
Heat shock transcription factor, Y-linked (Heat shock transcription factor 2-like protein) (HSF2-like)	HSFY1 HSF2L HSFY; HSFY2 HSF2L HSFY	
Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Heat shock protein family C member 1) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1 HSP90A HSPC1 HSPCA	activation of innate immune response [GO:0002218]; cardiac muscle cell apoptotic process [GO:0010659]; cellular response to heat [GO:0034605]; cellular response to virus [GO:0098586]; chaperone-mediated autophagy [GO:0061684]; chaperone-mediated protein complex assembly [GO:0051131]; mitochondrial transport [GO:0006839]; neurofibrillary tangle assembly [GO:1902988]; neuron migration [GO:0001764]; nitric oxide metabolic process [GO:0046209]; positive regulation of cardiac muscle contraction [GO:0060452]; positive regulation of cell size [GO:0045793]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein polymerization [GO:0032273]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; protein unfolding [GO:0043335]; regulation of apoptotic process [GO:0042981]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; regulation of protein localization [GO:0032880]; regulation of protein ubiquitination [GO:0031396]; regulation of protein-containing complex assembly [GO:0043254]; response to antibiotic [GO:0046677]; response to cocaine [GO:0042220]; response to cold [GO:0009409]; response to estrogen [GO:0043627]; response to heat [GO:0009408]; response to salt stress [GO:0009651]; response to unfolded protein [GO:0006986]; response to xenobiotic stimulus [GO:0009410]; skeletal muscle contraction [GO:0003009]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance via telomerase [GO:0007004]
Heat shock protein HSP 90-alpha A2 (Heat shock 90 kDa protein 1 alpha-like 3) (Heat shock protein HSP 90-alpha A2 pseudogene) (Heat shock protein family C member 2)	HSP90AA2P HSP90AA2 HSPC2 HSPCAL3	cellular response to heat [GO:0034605]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; protein-RNA complex assembly [GO:0022618]
Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84) (Heat shock protein family C member 3)	HSP90AB1 HSP90B HSPC2 HSPC3 HSPCB	cellular response to heat [GO:0034605]; cellular response to interleukin-4 [GO:0071353]; chaperone-mediated protein complex assembly [GO:0051131]; negative regulation of apoptotic process [GO:0043066]; negative regulation of proteasomal protein catabolic process [GO:1901799]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; placenta development [GO:0001890]; positive regulation of cell differentiation [GO:0045597]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of protein localization to cell surface [GO:2000010]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; regulation of cell cycle [GO:0051726]; regulation of protein localization [GO:0032880]; regulation of protein ubiquitination [GO:0031396]; response to unfolded protein [GO:0006986]; supramolecular fiber organization [GO:0097435]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance via telomerase [GO:0007004]; virion attachment to host cell [GO:0019062]
Endoplasmin (EC 3.6.4.-) (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Heat shock protein family C member 4) (Tumor rejection antigen 1) (gp96 homolog)	HSP90B1 GRP94 HSPC4 TRA1	actin rod assembly [GO:0031247]; cellular response to ATP [GO:0071318]; cellular response to manganese ion [GO:0071287]; ERAD pathway [GO:0036503]; negative regulation of apoptotic process [GO:0043066]; positive regulation of toll-like receptor signaling pathway [GO:0034123]; positive regulation of Wnt signaling pathway [GO:0030177]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; response to endoplasmic reticulum stress [GO:0034976]; response to hypoxia [GO:0001666]; retrograde protein transport, ER to cytosol [GO:0030970]; sequestering of calcium ion [GO:0051208]
Putative endoplasmin-like protein (Putative heat shock protein 90 kDa beta member 2)	HSP90B2P GRP94B GRP94P1 TRAP1	protein folding [GO:0006457]
Heat shock 70 kDa protein 12A (Heat shock protein family A member 12A)	HSPA12A KIAA0417	import into nucleus [GO:0051170]; inflammatory response [GO:0006954]; liver development [GO:0001889]; macrophage activation [GO:0042116]
Heat shock 70 kDa protein 12B (Heat shock protein family A member 12B)	HSPA12B C20orf60	angiogenesis [GO:0001525]; endothelial cell migration [GO:0043542]
Heat shock 70 kDa protein 13 (Heat shock protein family A member 13) (Microsomal stress-70 protein ATPase core) (Stress-70 protein chaperone microsome-associated 60 kDa protein)	HSPA13 STCH	protein refolding [GO:0042026]
Heat shock 70 kDa protein 14 (HSP70-like protein 1) (Heat shock protein HSP60) (Heat shock protein family A member 14)	HSPA14 HSP60 HSP70L1	de novo' cotranslational protein folding [GO:0051083]; protein refolding [GO:0042026]
Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1) (Heat shock protein family A member 1A)	HSPA1A HSP72 HSPA1 HSX70	ATP metabolic process [GO:0046034]; cellular heat acclimation [GO:0070370]; cellular response to heat [GO:0034605]; cellular response to oxidative stress [GO:0034599]; cellular response to steroid hormone stimulus [GO:0071383]; cellular response to unfolded protein [GO:0034620]; chaperone-mediated protein complex assembly [GO:0051131]; endoplasmic reticulum unfolded protein response [GO:0030968]; lysosomal transport [GO:0007041]; mRNA catabolic process [GO:0006402]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of inclusion body assembly [GO:0090084]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of RNA splicing [GO:0033120]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; regulation of mitotic spindle assembly [GO:1901673]; regulation of protein ubiquitination [GO:0031396]; response to unfolded protein [GO:0006986]
Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2) (Heat shock protein family A member 1B)	HSPA1B HSP72	ATP metabolic process [GO:0046034]; cellular heat acclimation [GO:0070370]; cellular response to heat [GO:0034605]; cellular response to oxidative stress [GO:0034599]; cellular response to steroid hormone stimulus [GO:0071383]; mRNA catabolic process [GO:0006402]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of inclusion body assembly [GO:0090084]; negative regulation of protein ubiquitination [GO:0031397]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; regulation of mitotic spindle assembly [GO:1901673]; regulation of protein ubiquitination [GO:0031396]
Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa protein 1-Hom) (HSP70-Hom) (Heat shock protein family A member 1L)	HSPA1L	binding of sperm to zona pellucida [GO:0007339]; positive regulation of protein targeting to mitochondrion [GO:1903955]; protein refolding [GO:0042026]; response to unfolded protein [GO:0006986]
Heat shock 70 kDa protein 4 (HSP70RY) (Heat shock 70-related protein APG-2) (Heat shock protein family H member 2)	HSPA4 APG2 HSPH2	chaperone-mediated protein complex assembly [GO:0051131]; protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]; response to unfolded protein [GO:0006986]
Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Heat shock protein family H member 3) (Heat-shock protein family A member 4-like protein) (HSPA4-like protein) (Osmotic stress protein 94)	HSPA4L APG1 HSPH3 OSP94	protein folding [GO:0006457]; response to unfolded protein [GO:0006986]
Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	HSPA5 GRP78	cellular response to glucose starvation [GO:0042149]; cellular response to interleukin-4 [GO:0071353]; cerebellar Purkinje cell layer development [GO:0021680]; cerebellum structural organization [GO:0021589]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER overload response [GO:0006983]; ERAD pathway [GO:0036503]; IRE1-mediated unfolded protein response [GO:0036498]; maintenance of protein localization in endoplasmic reticulum [GO:0035437]; negative regulation of apoptotic process [GO:0043066]; negative regulation of IRE1-mediated unfolded protein response [GO:1903895]; negative regulation of PERK-mediated unfolded protein response [GO:1903898]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of cell migration [GO:0030335]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-translational protein targeting to membrane, translocation [GO:0031204]; protein folding in endoplasmic reticulum [GO:0034975]; protein refolding [GO:0042026]; regulation of ATF6-mediated unfolded protein response [GO:1903891]; regulation of IRE1-mediated unfolded protein response [GO:1903894]; regulation of PERK-mediated unfolded protein response [GO:1903897]; regulation of protein folding in endoplasmic reticulum [GO:0060904]; response to endoplasmic reticulum stress [GO:0034976]; substantia nigra development [GO:0021762]
