Genetoxic Stress Proteins		
This table was generated by retriving a list of DNA Damage/Repair and Cell Cyle proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated)	ATM	brain development [GO:0007420]; cellular response to gamma radiation [GO:0071480]; cellular response to nitrosative stress [GO:0071500]; cellular response to reactive oxygen species [GO:0034614]; cellular response to retinoic acid [GO:0071300]; cellular response to stress [GO:0033554]; cellular response to X-ray [GO:0071481]; cellular senescence [GO:0090398]; determination of adult lifespan [GO:0008340]; DNA damage checkpoint signaling [GO:0000077]; DNA damage response [GO:0006974]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA double-strand break processing [GO:0000729]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; establishment of protein-containing complex localization to telomere [GO:0097695]; establishment of RNA localization to telomere [GO:0097694]; female meiotic nuclear division [GO:0007143]; heart development [GO:0007507]; histone mRNA catabolic process [GO:0071044]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; lipoprotein catabolic process [GO:0042159]; male meiotic nuclear division [GO:0007140]; meiotic telomere clustering [GO:0045141]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic spindle assembly checkpoint signaling [GO:0007094]; multicellular organism growth [GO:0035264]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of telomere capping [GO:1904354]; negative regulation of TORC1 signaling [GO:1904262]; neuron apoptotic process [GO:0051402]; oocyte development [GO:0048599]; ovarian follicle development [GO:0001541]; peptidyl-serine autophosphorylation [GO:0036289]; pexophagy [GO:0000425]; positive regulation of apoptotic process [GO:0043065]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell migration [GO:0030335]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of telomerase catalytic core complex assembly [GO:1904884]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of telomere maintenance via telomere lengthening [GO:1904358]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; pre-B cell allelic exclusion [GO:0002331]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; reciprocal meiotic recombination [GO:0007131]; regulation of apoptotic process [GO:0042981]; regulation of autophagosome assembly [GO:2000785]; regulation of autophagy [GO:0010506]; regulation of cell cycle [GO:0051726]; regulation of cellular response to heat [GO:1900034]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of telomere maintenance via telomerase [GO:0032210]; replicative senescence [GO:0090399]; response to ionizing radiation [GO:0010212]; signal transduction [GO:0007165]; signal transduction in response to DNA damage [GO:0042770]; somitogenesis [GO:0001756]; telomere maintenance [GO:0000723]; thymus development [GO:0048538]; V(D)J recombination [GO:0033151]
ATM interactor (ATM/ATR-substrate CHK2-interacting zinc finger protein) (ASCIZ) (Zinc finger protein 822)	ATMIN KIAA0431 ZNF822	DNA damage response [GO:0006974]; motile cilium assembly [GO:0044458]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of non-motile cilium assembly [GO:1902857]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
Serine/threonine-protein kinase ATR (EC 2.7.11.1) (Ataxia telangiectasia and Rad3-related protein) (FRAP-related protein 1)	ATR FRP1	cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; DNA damage checkpoint signaling [GO:0000077]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair [GO:0006302]; establishment of protein-containing complex localization to telomere [GO:0097695]; establishment of RNA localization to telomere [GO:0097694]; interstrand cross-link repair [GO:0036297]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of DNA replication [GO:0008156]; nuclear membrane disassembly [GO:0051081]; nucleobase-containing compound metabolic process [GO:0006139]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of telomerase catalytic core complex assembly [GO:1904884]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein localization to chromosome, telomeric region [GO:0070198]; regulation of cellular response to heat [GO:1900034]; regulation of double-strand break repair [GO:2000779]; replication fork processing [GO:0031297]; replicative senescence [GO:0090399]; response to arsenic-containing substance [GO:0046685]; response to mechanical stimulus [GO:0009612]; response to xenobiotic stimulus [GO:0009410]; telomere maintenance [GO:0000723]
ATR-interacting protein (ATM and Rad3-related-interacting protein)	ATRIP AGS1	DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; nucleobase-containing compound metabolic process [GO:0006139]; regulation of double-strand break repair [GO:2000779]
Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)	ATRX RAD54L XH2	cellular response to hydroxyurea [GO:0072711]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; DNA repair [GO:0006281]; forebrain development [GO:0030900]; meiotic spindle organization [GO:0000212]; multicellular organism growth [GO:0035264]; negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric [GO:1904908]; nucleosome assembly [GO:0006334]; positive regulation of nuclear cell cycle DNA replication [GO:0010571]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic forelimb morphogenesis [GO:0035128]; protein localization to chromosome, telomeric region [GO:0070198]; regulation of DNA-templated transcription [GO:0006355]; replication fork processing [GO:0031297]; seminiferous tubule development [GO:0072520]; Sertoli cell development [GO:0060009]; spermatogenesis [GO:0007283]; subtelomeric heterochromatin formation [GO:0031509]; transcription by RNA polymerase II [GO:0006366]
Ataxin-7 (Spinocerebellar ataxia type 7 protein)	ATXN7 SCA7	microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; nucleus organization [GO:0006997]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA repair [GO:0006282]; regulation of RNA splicing [GO:0043484]; regulation of transcription by RNA polymerase II [GO:0006357]; visual perception [GO:0007601]
Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)	ATXN7L3	chromatin organization [GO:0006325]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA repair [GO:0006282]; regulation of RNA splicing [GO:0043484]; regulation of transcription by RNA polymerase II [GO:0006357]
Aurora kinase A- and ninein-interacting protein (AIBp)	AUNIP C1orf135	double-strand break repair via homologous recombination [GO:0000724]; negative regulation of double-strand break repair via nonhomologous end joining [GO:2001033]; spindle organization [GO:0007051]
Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5	cell cycle G2/M phase transition [GO:0044839]; cellular response to UV [GO:0034644]; cleavage furrow formation [GO:0036089]; midbody abscission [GO:0061952]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281]; mitotic cytokinesis checkpoint signaling [GO:0044878]; mitotic sister chromatid biorientation [GO:1990758]; mitotic spindle assembly [GO:0090307]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; negative regulation of B cell apoptotic process [GO:0002903]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of cytokinesis [GO:0032466]; negative regulation of innate immune response [GO:0045824]; negative regulation of protein localization to chromatin [GO:0120186]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of attachment of mitotic spindle microtubules to kinetochore [GO:1902425]; positive regulation of cytokinesis [GO:0032467]; positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore [GO:1905116]; positive regulation of microtubule depolymerization [GO:0031117]; positive regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090267]; positive regulation of mitotic cytokinesis [GO:1903490]; positive regulation of mitotic sister chromatid segregation [GO:0062033]; positive regulation of mitotic sister chromatid separation [GO:1901970]; positive regulation of telomere maintenance [GO:0032206]; post-translational protein modification [GO:0043687]; protein localization to kinetochore [GO:0034501]; regulation of chromosome segregation [GO:0051983]; regulation of cytokinesis [GO:0032465]; regulation of signal transduction by p53 class mediator [GO:1901796]; repair of mitotic kinetochore microtubule attachment defect [GO:0140273]; spindle organization [GO:0007051]
BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1 C19orf62 MERIT40 NBA1 HSPC142	cell division [GO:0051301]; DNA repair-dependent chromatin remodeling [GO:0140861]; double-strand break repair [GO:0006302]; hematopoietic stem cell proliferation [GO:0071425]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic G2/M transition checkpoint [GO:0044818]; positive regulation of DNA repair [GO:0045739]; regulation of DNA repair [GO:0006282]; response to ionizing radiation [GO:0010212]
BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	BABAM2 BRCC45 BRE	apoptotic process [GO:0006915]; cell division [GO:0051301]; cellular response to ionizing radiation [GO:0071479]; chromatin organization [GO:0006325]; DNA damage response [GO:0006974]; double-strand break repair [GO:0006302]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of apoptotic process [GO:0043066]; positive regulation of DNA repair [GO:0045739]; protein K63-linked deubiquitination [GO:0070536]; regulation of DNA damage checkpoint [GO:2000001]; regulation of DNA repair [GO:0006282]; response to ionizing radiation [GO:0010212]; signal transduction [GO:0007165]
Transcription regulator protein BACH1 (BTB and CNC homolog 1) (HA2303)	BACH1	DNA repair [GO:0006281]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-2-like protein 8) (Bcl2-L-8) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death)	BAD BBC6 BCL2L8	ADP metabolic process [GO:0046031]; apoptotic process [GO:0006915]; ATP metabolic process [GO:0046034]; cellular response to hypoxia [GO:0071456]; cellular response to lipid [GO:0071396]; cellular response to mechanical stimulus [GO:0071260]; cellular response to nicotine [GO:0071316]; cytokine-mediated signaling pathway [GO:0019221]; extrinsic apoptotic signaling pathway [GO:0097191]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; glucose catabolic process [GO:0006007]; glucose homeostasis [GO:0042593]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; negative regulation of apoptotic process [GO:0043066]; pore complex assembly [GO:0046931]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of insulin secretion [GO:0032024]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress [GO:1902220]; positive regulation of mitochondrial membrane potential [GO:0010918]; positive regulation of proteolysis [GO:0045862]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of type B pancreatic cell development [GO:2000078]; regulation of mitochondrial membrane permeability [GO:0046902]; release of cytochrome c from mitochondria [GO:0001836]; type B pancreatic cell proliferation [GO:0044342]
Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	apoptotic process [GO:0006915]; brain development [GO:0007420]; cell differentiation [GO:0030154]; chromatin organization [GO:0006325]; endoplasmic reticulum stress-induced pre-emptive quality control [GO:0061857]; ERAD pathway [GO:0036503]; immune response-activating cell surface receptor signaling pathway [GO:0002429]; internal peptidyl-lysine acetylation [GO:0018393]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; kidney development [GO:0001822]; lung development [GO:0030324]; maintenance of unfolded protein [GO:0036506]; natural killer cell activation [GO:0030101]; negative regulation of apoptotic process [GO:0043066]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of proteolysis [GO:0045861]; NK T cell activation [GO:0051132]; positive regulation of ERAD pathway [GO:1904294]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein stabilization [GO:0050821]; regulation of embryonic development [GO:0045995]; regulation of protein stability [GO:0031647]; spermatogenesis [GO:0007283]; synaptonemal complex assembly [GO:0007130]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]; ubiquitin-dependent protein catabolic process [GO:0006511]
