Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Caspase regulator CARP1) (Caspases-8 and -10-associated RING finger protein 1) (CARP-1) (FYVE-RING finger protein Momo) (Human RING finger homologous to inhibitor of apoptosis protein) (hRFI) (RING finger protein 34) (RING finger protein RIFF) (RING-type E3 ubiquitin transferase RNF34)	RNF34	apoptotic process [GO:0006915]; cellular response to cold [GO:0070417]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0035872]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K48-linked ubiquitination [GO:0070936]; protein ubiquitination [GO:0016567]; regulation of oxygen metabolic process [GO:2000374]; regulation of signal transduction by p53 class mediator [GO:1901796]; ubiquitin-dependent protein catabolic process [GO:0006511]	42287398	11
E3 ubiquitin-protein ligase RNF4 (EC 2.3.2.27) (RING finger protein 4) (Small nuclear ring finger protein) (Protein SNURF)	RNF4 SNURF RES4-26	negative regulation of protein localization to chromatin [GO:0120186]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; protein K6-linked ubiquitination [GO:0085020]; protein K63-linked ubiquitination [GO:0070534]; regulation of kinetochore assembly [GO:0090234]; regulation of spindle assembly [GO:0090169]; response to arsenic-containing substance [GO:0046685]	41687269	123
E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	RNF40 BRE1B KIAA0661	chromatin organization [GO:0006325]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	41862458	60
E3 ubiquitin-protein ligase NRDP1 (EC 2.3.2.27) (RING finger protein 41) (RING-type E3 ubiquitin transferase NRDP1)	RNF41 FLRF NRDP1 SBBI03	autophagy [GO:0006914]; extrinsic apoptotic signaling pathway [GO:0097191]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of mitophagy [GO:1901525]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; proteasomal protein catabolic process [GO:0010498]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of lymphocyte differentiation [GO:0045619]; regulation of MAPK cascade [GO:0043408]; regulation of myeloid cell differentiation [GO:0045637]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]; regulation of reactive oxygen species metabolic process [GO:2000377]	39112516	27
RING-box protein 2 (Rbx2) (EC 2.3.2.27) (EC 2.3.2.32) (CKII beta-binding protein 1) (CKBBP1) (RING finger protein 7) (Regulator of cullins 2) (Sensitive to apoptosis gene protein)	RNF7 RBX2 ROC2 SAG	endoplasmic reticulum unfolded protein response [GO:0030968]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of focal adhesion disassembly [GO:0120184]; positive regulation of cell migration [GO:0030335]; post-translational protein modification [GO:0043687]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K11-linked ubiquitination [GO:0070979]; protein neddylation [GO:0045116]; protein ubiquitination [GO:0016567]; reelin-mediated signaling pathway [GO:0038026]; regulation of neuron migration [GO:2001222]; response to redox state [GO:0051775]; ubiquitin-dependent protein catabolic process [GO:0006511]	40251202	27
E3 ubiquitin-protein ligase RNF8 (hRNF8) (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	RNF8 KIAA0646	cell division [GO:0051301]; DNA damage response [GO:0006974]; DNA repair-dependent chromatin remodeling [GO:0140861]; double-strand break repair [GO:0006302]; double-strand break repair via nonhomologous end joining [GO:0006303]; epigenetic regulation of gene expression [GO:0040029]; interstrand cross-link repair [GO:0036297]; isotype switching [GO:0045190]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of DNA repair [GO:0045739]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]; protein K6-linked ubiquitination [GO:0085020]; protein K63-linked ubiquitination [GO:0070534]; response to ionizing radiation [GO:0010212]; signal transduction in response to DNA damage [GO:0042770]; sperm DNA condensation [GO:0035092]; ubiquitin-dependent protein catabolic process [GO:0006511]	42051137	213
Large ribosomal subunit protein uL14 (60S ribosomal protein L17) (60S ribosomal protein L23)	RPL23	cytoplasmic translation [GO:0002181]; G1 to G0 transition [GO:0070314]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; protein stabilization [GO:0050821]; protein-DNA complex disassembly [GO:0032986]; regulation of G1 to G0 transition [GO:1903450]; ribosomal protein import into nucleus [GO:0006610]; translation [GO:0006412]	29991511	2
SMAD family member 7 (SMAD 7) (hSMAD7) (Mothers against decapentaplegic homolog 7) (MAD homolog 7) (Mothers against DPP homolog 7) (Mothers against decapentaplegic homolog 8) (MAD homolog 8) (Mothers against DPP homolog 8)	SMAD7 MADH7 MADH8	adherens junction assembly [GO:0034333]; anatomical structure morphogenesis [GO:0009653]; artery morphogenesis [GO:0048844]; beta-catenin destruction complex disassembly [GO:1904886]; cell differentiation [GO:0030154]; cellular response to leukemia inhibitory factor [GO:1990830]; negative regulation of activin receptor signaling pathway [GO:0032926]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell migration [GO:0030336]; negative regulation of chondrocyte proliferation [GO:1902731]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of ossification [GO:0030279]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of T cell cytokine production [GO:0002725]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; negative regulation of T-helper 17 type immune response [GO:2000317]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; positive regulation of chondrocyte hypertrophy [GO:1903043]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein stabilization [GO:0050821]; protein-containing complex disassembly [GO:0032984]; protein-containing complex localization [GO:0031503]; regulation of cardiac muscle contraction [GO:0055117]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of ventricular cardiac muscle cell membrane depolarization [GO:0060373]; response to laminar fluid shear stress [GO:0034616]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]; ureteric bud development [GO:0001657]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; ventricular septum morphogenesis [GO:0060412]	40317686	123
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SMARCA5) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	SMARCA5 SNF2H WCRF135	antiviral innate immune response [GO:0140374]; cellular response to leukemia inhibitory factor [GO:1990830]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; DNA methylation-dependent constitutive heterochromatin formation [GO:0006346]; DNA repair [GO:0006281]; DNA-templated transcription initiation [GO:0006352]; heterochromatin formation [GO:0031507]; negative regulation of mitotic chromosome condensation [GO:1905213]; negative regulation of transcription by RNA polymerase I [GO:0016479]; nucleosome assembly [GO:0006334]; positive regulation of DNA replication [GO:0045740]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by RNA polymerase III [GO:0045945]; rDNA heterochromatin formation [GO:0000183]; regulation of DNA replication [GO:0006275]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]	39500888	7
E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	SMURF1 KIAA1625	BMP signaling pathway [GO:0030509]; cell differentiation [GO:0030154]; ectoderm development [GO:0007398]; engulfment of target by autophagosome [GO:0061736]; negative regulation of activin receptor signaling pathway [GO:0032926]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of axon extension [GO:0045773]; positive regulation of dendrite extension [GO:1903861]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein export from nucleus [GO:0006611]; protein localization to plasma membrane [GO:0072659]; protein polyubiquitination [GO:0000209]; protein targeting to vacuole involved in autophagy [GO:0071211]; receptor catabolic process [GO:0032801]; substrate localization to autophagosome [GO:0061753]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]	42265299	290
Zinc finger protein SNAI1 (Protein snail homolog 1) (Protein sna)	SNAI1 SNAH	aortic valve morphogenesis [GO:0003180]; canonical Wnt signaling pathway [GO:0060070]; cartilage morphogenesis [GO:0060536]; epithelial cell migration [GO:0010631]; epithelial to mesenchymal transition [GO:0001837]; epithelial to mesenchymal transition involved in endocardial cushion formation [GO:0003198]; hair follicle morphogenesis [GO:0031069]; heterochromatin organization [GO:0070828]; left/right pattern formation [GO:0060972]; mesoderm formation [GO:0001707]; negative regulation of cell differentiation involved in embryonic placenta development [GO:0060806]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902230]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vitamin D biosynthetic process [GO:0010957]; Notch signaling pathway [GO:0007219]; osteoblast differentiation [GO:0001649]; positive regulation of cell migration [GO:0030335]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; regulation of bicellular tight junction assembly [GO:2000810]; regulation of DNA-templated transcription [GO:0006355]; roof of mouth development [GO:0060021]; trophoblast giant cell differentiation [GO:0060707]	40752540	22
TRAF-interacting protein with FHA domain-containing protein A (Putative MAPK-activating protein PM14) (Putative NF-kappa-B-activating protein 20) (TRAF2-binding protein)	TIFA T2BP	cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; innate immune response [GO:0045087]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; protein homooligomerization [GO:0051260]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	32101751	5
Transmembrane and ubiquitin-like domain-containing protein 1 (Dendritic cell-derived ubiquitin-like protein) (DULP) (Hepatocyte odd protein shuttling protein) (Ubiquitin-like protein SB144) [Cleaved into: iHOPS]	TMUB1 C7orf21 DULP HOPS SB144 UNQ763/PRO1555	ERAD pathway [GO:0036503]	38341886	15
TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1)	TNIK KIAA0551	actin cytoskeleton organization [GO:0030036]; cytoskeleton organization [GO:0007010]; intracellular signal transduction [GO:0035556]; MAPK cascade [GO:0000165]; neuron projection morphogenesis [GO:0048812]; positive regulation of JNK cascade [GO:0046330]; positive regulation of microvillus assembly [GO:1903698]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of dendrite morphogenesis [GO:0048814]; regulation of MAPK cascade [GO:0043408]; Wnt signaling pathway [GO:0016055]	23355318	5
