Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA)	MAVS IPS1 KIAA1271 VISA	activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to interferon-beta [GO:0035458]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of viral genome replication [GO:0045071]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of chemokine (C-C motif) ligand 5 production [GO:0071651]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of IP-10 production [GO:0071660]; positive regulation of myeloid dendritic cell cytokine production [GO:0002735]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; protein localization to mitochondrion [GO:0070585]; protein tetramerization [GO:0051262]; regulation of peroxisome organization [GO:1900063]; signal transduction [GO:0007165]; type I interferon-mediated signaling pathway [GO:0060337]	41967663	154
Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)	MALT1 MLT	B cell activation [GO:0042113]; B-1 B cell differentiation [GO:0001923]; defense response [GO:0006952]; innate immune response [GO:0045087]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of apoptotic process [GO:0043066]; nuclear export [GO:0051168]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of T-helper 17 cell differentiation [GO:2000321]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of apoptotic process [GO:0042981]; regulation of T cell receptor signaling pathway [GO:0050856]; response to fungus [GO:0009620]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852]	27105502	5
Potassium channel subfamily K member 13 (Tandem pore domain halothane-inhibited potassium channel 1) (THIK-1)	KCNK13	potassium ion transmembrane transport [GO:0071805]; regulation of excitatory synapse pruning [GO:1905810]; regulation of NLRP3 inflammasome complex assembly [GO:1900225]; regulation of resting membrane potential [GO:0060075]	37718820	3
Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)	IRF4 MUM1	chromatin remodeling [GO:0006338]; defense response to protozoan [GO:0042832]; immune system process [GO:0002376]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of T-helper cell differentiation [GO:0045622]; regulation of transcription by RNA polymerase II [GO:0006357]; T cell activation [GO:0042110]; T-helper 17 cell lineage commitment [GO:0072540]	40855365	8
Non-POU domain-containing octamer-binding protein (NonO protein) (54 kDa nuclear RNA- and DNA-binding protein) (p54(nrb)) (p54nrb) (55 kDa nuclear protein) (NMT55) (DNA-binding p52/p100 complex, 52 kDa subunit)	NONO NRB54	activation of innate immune response [GO:0002218]; cellular response to angiotensin [GO:1904385]; cellular response to hypoxia [GO:0071456]; circadian rhythm [GO:0007623]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903377]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]; RNA splicing [GO:0008380]	40943463	2
NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)	IKBKG FIP3 NEMO	anoikis [GO:0043276]; apoptotic process [GO:0006915]; B cell homeostasis [GO:0001782]; canonical NF-kappaB signal transduction [GO:0007249]; defense response to bacterium [GO:0042742]; DNA damage response [GO:0006974]; establishment of vesicle localization [GO:0051650]; immune response [GO:0006955]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of gene expression [GO:0010628]; positive regulation of macroautophagy [GO:0016239]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of T cell receptor signaling pathway [GO:0050862]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; protein-containing complex assembly [GO:0065003]; response to virus [GO:0009615]; T cell receptor signaling pathway [GO:0050852]	39704112	3
2'-5'-oligoadenylate synthase-like protein (2'-5'-OAS-related protein) (2'-5'-OAS-RP) (59 kDa 2'-5'-oligoadenylate synthase-like protein) (Thyroid receptor-interacting protein 14) (TR-interacting protein 14) (TRIP-14) (p59 OASL) (p59OASL)	OASL TRIP14	antiviral innate immune response [GO:0140374]; defense response to virus [GO:0051607]; interleukin-27-mediated signaling pathway [GO:0070106]; negative regulation of viral genome replication [GO:0045071]; positive regulation of RIG-I signaling pathway [GO:1900246]; response to virus [GO:0009615]; type I interferon-mediated signaling pathway [GO:0060337]	41330170	6
Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)	OPTN FIP2 GLC1E HIP7 HYPL NRP	cell death [GO:0008219]; cellular response to unfolded protein [GO:0034620]; defense response to Gram-negative bacterium [GO:0050829]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; Golgi to plasma membrane protein transport [GO:0043001]; innate immune response [GO:0045087]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of receptor recycling [GO:0001920]; positive regulation of autophagy [GO:0010508]; positive regulation of xenophagy [GO:1904417]; protein localization to Golgi apparatus [GO:0034067]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165]; type 2 mitophagy [GO:0061734]	39578308	12
OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	OTUD5	negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of type I interferon production [GO:0032480]; neural crest cell differentiation [GO:0014033]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of TORC2 signaling [GO:1904515]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; proteolysis [GO:0006508]; regulation of immune response [GO:0050776]; response to lipopolysaccharide [GO:0032496]	41155222	3
Ufm1-specific protease 2 (UfSP2) (EC 3.4.22.-)	UFSP2 C4orf20	negative regulation of proteolysis involved in protein catabolic process [GO:1903051]; proteolysis [GO:0006508]; regulation of intracellular estrogen receptor signaling pathway [GO:0033146]; regulation of type II interferon production [GO:0032649]; rescue of stalled ribosome [GO:0072344]; ribosome disassembly [GO:0032790]	40946554	1
Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)	PCBP2	chromatin looping [GO:0140588]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; IRES-dependent viral translational initiation [GO:0075522]; mRNA metabolic process [GO:0016071]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of defense response to virus [GO:0050687]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of transcription by RNA polymerase II [GO:0006357]; viral RNA genome replication [GO:0039694]	40679765	4
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1)	PIN1	cellular response to hypoxia [GO:0071456]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of brown fat cell differentiation [GO:1903444]; negative regulation of cell motility [GO:2000146]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuron differentiation [GO:0030182]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein destabilization [GO:0031648]; protein peptidyl-prolyl isomerization [GO:0000413]; protein stabilization [GO:0050821]; protein targeting to mitochondrion [GO:0006626]; regulation of cytokinesis [GO:0032465]; regulation of gene expression [GO:0010468]; regulation of mitotic nuclear division [GO:0007088]; regulation of protein localization to nucleus [GO:1900180]; regulation of protein stability [GO:0031647]; response to hypoxia [GO:0001666]; Rho protein signal transduction [GO:0007266]; synapse organization [GO:0050808]	42069154	3
Small COPII coat GTPase SAR1A (EC 3.6.5.2) (COPII-associated small GTPase) (Secretion-associated Ras-related GTPase 1A)	SAR1A SAR1 SARA SARA1	cellular response to leucine starvation [GO:1990253]; COPII vesicle coating [GO:0048208]; COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; membrane organization [GO:0061024]; negative regulation of TORC1 signaling [GO:1904262]; regulation of COPII vesicle coating [GO:0003400]; regulation of TORC1 signaling [GO:1903432]; vesicle organization [GO:0016050]	39976106	1
Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)	SFPQ PSF	activation of innate immune response [GO:0002218]; alternative mRNA splicing, via spliceosome [GO:0000380]; chromatin remodeling [GO:0006338]; chromosome organization [GO:0051276]; dendritic transport of messenger ribonucleoprotein complex [GO:0098963]; double-strand break repair via homologous recombination [GO:0000724]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902177]; positive regulation of sister chromatid cohesion [GO:0045876]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of DNA-templated transcription [GO:0006355]; rhythmic process [GO:0048511]; RNA splicing [GO:0008380]	41735292	1
