Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Dual specificity protein phosphatase 1 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH1) (Mitogen-activated protein kinase phosphatase 1) (MAP kinase phosphatase 1) (MKP-1) (Protein-tyrosine phosphatase CL100)	DUSP1 CL100 MKP1 PTPN10 VH1	cellular response to chemokine [GO:1990869]; cellular response to hormone stimulus [GO:0032870]; endoderm formation [GO:0001706]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA biosynthetic process [GO:2000279]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of meiotic cell cycle [GO:0051447]; negative regulation of monocyte chemotaxis [GO:0090027]; negative regulation of p38MAPK cascade [GO:1903753]; peptidyl-serine dephosphorylation [GO:0070262]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of apoptotic process [GO:0043065]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]; response to calcium ion [GO:0051592]; response to cAMP [GO:0051591]; response to estradiol [GO:0032355]; response to glucocorticoid [GO:0051384]; response to hydrogen peroxide [GO:0042542]; response to light stimulus [GO:0009416]; response to retinoic acid [GO:0032526]; response to testosterone [GO:0033574]; signal transduction [GO:0007165]	41340361	115
Dual specificity protein phosphatase 10 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 5) (MAP kinase phosphatase 5) (MKP-5)	DUSP10 MKP5	dephosphorylation [GO:0016311]; negative regulation of cell migration [GO:0030336]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelium regeneration [GO:1905042]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of JNK cascade [GO:0046329]; negative regulation of oligodendrocyte differentiation [GO:0048715]; negative regulation of p38MAPK cascade [GO:1903753]; negative regulation of respiratory burst involved in inflammatory response [GO:0060266]; negative regulation of stress-activated MAPK cascade [GO:0032873]; oligodendrocyte differentiation [GO:0048709]; positive regulation of regulatory T cell differentiation [GO:0045591]; regulation of adaptive immune response [GO:0002819]; regulation of brown fat cell differentiation [GO:0090335]; response to lipopolysaccharide [GO:0032496]; signal transduction [GO:0007165]; stress-activated MAPK cascade [GO:0051403]	41290618	23
Dual specificity protein phosphatase 14 (EC 3.1.3.16) (EC 3.1.3.48) (MKP-1-like protein tyrosine phosphatase) (MKP-L) (Mitogen-activated protein kinase phosphatase 6) (MAP kinase phosphatase 6) (MKP-6)	DUSP14 MKP6		29660332	8
Dual specificity protein phosphatase 16 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7)	DUSP16 KIAA1700 MKP7	dephosphorylation [GO:0016311]; negative regulation of MAPK cascade [GO:0043409]; signal transduction [GO:0007165]	41320681	21
Dual specificity protein phosphatase 19 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity phosphatase TS-DSP1) (Low molecular weight dual specificity phosphatase 3) (LMW-DSP3) (Protein phosphatase SKRP1) (Stress-activated protein kinase pathway-regulating phosphatase 1) (SAPK pathway-regulating phosphatase 1)	DUSP19 DUSP17 LMWDSP3 SKRP1	negative regulation of JNK cascade [GO:0046329]; positive regulation of JNK cascade [GO:0046330]; positive regulation of MAPK cascade [GO:0043410]; regulation of JNK cascade [GO:0046328]	26751999	2
Serpin B3 (Protein T4-A) (Squamous cell carcinoma antigen 1) (SCCA-1)	SERPINB3 SCCA SCCA1		21383048	3
Frizzled-10 (Fz-10) (hFz10) (FzE7) (CD antigen CD350)	FZD10	canonical Wnt signaling pathway [GO:0060070]; cellular response to retinoic acid [GO:0071300]; neuron differentiation [GO:0030182]; non-canonical Wnt signaling pathway [GO:0035567]; positive regulation of JNK cascade [GO:0046330]; regulation of actin cytoskeleton organization [GO:0032956]	19137009	9
Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38b) (Stress-activated protein kinase 2b) (SAPK2b) (p38-2)	MAPK11 PRKM11 SAPK2 SAPK2B	bone development [GO:0060348]; cardiac muscle cell proliferation [GO:0060038]; cellular response to interleukin-1 [GO:0071347]; cellular response to UV-B [GO:0071493]; cellular response to virus [GO:0098586]; cellular senescence [GO:0090398]; intracellular signal transduction [GO:0035556]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; osteoblast differentiation [GO:0001649]; p38MAPK cascade [GO:0038066]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of muscle cell differentiation [GO:0051149]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098]	39666682	28
Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	IRAK4	cytokine-mediated signaling pathway [GO:0019221]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; interleukin-33-mediated signaling pathway [GO:0038172]; intracellular signal transduction [GO:0035556]; JNK cascade [GO:0007254]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; neutrophil mediated immunity [GO:0002446]; neutrophil migration [GO:1990266]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of smooth muscle cell proliferation [GO:0048661]; Toll signaling pathway [GO:0008063]; toll-like receptor 4 signaling pathway [GO:0034142]; toll-like receptor 9 signaling pathway [GO:0034162]; toll-like receptor signaling pathway [GO:0002224]	40447172	37
Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3) (Stress-activated protein kinase kinase 2) (SAPK kinase 2) (SAPKK-2) (SAPKK2)	MAP2K3 MEK3 MKK3 PRKMK3 SKK2	cardiac muscle contraction [GO:0060048]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to sorbitol [GO:0072709]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular senescence [GO:0090398]; heart development [GO:0007507]; inflammatory response [GO:0006954]; MAPK cascade [GO:0000165]; negative regulation of hippo signaling [GO:0035331]; p38MAPK cascade [GO:0038066]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein kinase activity [GO:0045860]; regulation of cytokine production [GO:0001817]; response to ischemia [GO:0002931]; signal transduction [GO:0007165]; stress-activated protein kinase signaling cascade [GO:0031098]	34830095	22
Interleukin-1 alpha (IL-1 alpha) (Hematopoietin-1)	IL1A IL1F1	apoptotic process [GO:0006915]; cellular response to heat [GO:0034605]; cellular response to lipopolysaccharide [GO:0071222]; connective tissue replacement involved in inflammatory response wound healing [GO:0002248]; cytokine-mediated signaling pathway [GO:0019221]; ectopic germ cell programmed cell death [GO:0035234]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; fever generation [GO:0001660]; immune response [GO:0006955]; inflammatory response [GO:0006954]; intracellular sodium ion homeostasis [GO:0006883]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; positive regulation of angiogenesis [GO:0045766]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell division [GO:0051781]; positive regulation of cytokine production [GO:0001819]; positive regulation of gene expression [GO:0010628]; positive regulation of immature T cell proliferation in thymus [GO:0033092]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of protein secretion [GO:0050714]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of vascular endothelial growth factor production [GO:0010575]; regulation of ERK1 and ERK2 cascade [GO:0070372]; response to copper ion [GO:0046688]	38285896	10
Interleukin-1 receptor-like 1 (EC 3.2.2.6) (Protein ST2)	IL1RL1 DER4 ST2 T1	immune response [GO:0006955]; inflammatory response [GO:0006954]; interleukin-33-mediated signaling pathway [GO:0038172]; macrophage differentiation [GO:0030225]; negative regulation of T-helper 1 type immune response [GO:0002826]; negative regulation of type II interferon production [GO:0032689]; positive regulation of chemokine production [GO:0032722]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-5 production [GO:0032754]; positive regulation of macrophage activation [GO:0043032]; response to wounding [GO:0009611]; signal transduction [GO:0007165]	34435521	4
Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; actin filament polymerization [GO:0030041]; anatomical structure arrangement [GO:0048532]; anatomical structure morphogenesis [GO:0009653]; angiotensin-activated signaling pathway involved in heart process [GO:0086098]; auditory receptor cell morphogenesis [GO:0002093]; cell adhesion [GO:0007155]; cell chemotaxis [GO:0060326]; cell migration [GO:0016477]; cell motility [GO:0048870]; cell projection assembly [GO:0030031]; cell-cell junction organization [GO:0045216]; cell-matrix adhesion [GO:0007160]; cerebral cortex GABAergic interneuron development [GO:0021894]; cerebral cortex radially oriented cell migration [GO:0021799]; cochlea morphogenesis [GO:0090103]; cortical cytoskeleton organization [GO:0030865]; dendrite morphogenesis [GO:0048813]; embryonic olfactory bulb interneuron precursor migration [GO:0021831]; engulfment of apoptotic cell [GO:0043652]; epithelial cell morphogenesis [GO:0003382]; erythrocyte enucleation [GO:0043131]; establishment or maintenance of cell polarity [GO:0007163]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; homeostasis of number of cells within a tissue [GO:0048873]; hyperosmotic response [GO:0006972]; inflammatory response [GO:0006954]; interneuron migration [GO:1904936]; intracellular signal transduction [GO:0035556]; lamellipodium assembly [GO:0030032]; localization within membrane [GO:0051668]; midbrain dopaminergic neuron differentiation [GO:1904948]; motor neuron axon guidance [GO:0008045]; negative regulation of fibroblast migration [GO:0010764]; negative regulation of interleukin-23 production [GO:0032707]; negative regulation of receptor-mediated endocytosis [GO:0048261]; neuron migration [GO:0001764]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of bicellular tight junction assembly [GO:1903348]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of ovarian follicle development [GO:2000386]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of Rho protein signal transduction [GO:0035025]; positive regulation of ruffle assembly [GO:1900029]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein localization to plasma membrane [GO:0072659]; quinolinate biosynthetic process [GO:0019805]; Rac protein signal transduction [GO:0016601]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell adhesion involved in heart morphogenesis [GO:0061344]; regulation of cell migration [GO:0030334]; regulation of cell shape [GO:0008360]; regulation of ERK5 cascade [GO:0070376]; regulation of hydrogen peroxide metabolic process [GO:0010310]; regulation of lamellipodium assembly [GO:0010591]; regulation of neuron maturation [GO:0014041]; regulation of neuron migration [GO:2001222]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of neutrophil migration [GO:1902622]; regulation of nitric oxide biosynthetic process [GO:0045428]; regulation of postsynapse assembly [GO:0150052]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]; regulation of respiratory burst [GO:0060263]; regulation of stress fiber assembly [GO:0051492]; regulation of synaptic vesicle endocytosis [GO:1900242]; respiratory burst [GO:0045730]; response to lipopolysaccharide [GO:0032496]; response to wounding [GO:0009611]; ruffle assembly [GO:0097178]; ruffle organization [GO:0031529]; semaphorin-plexin signaling pathway [GO:0071526]; small GTPase-mediated signal transduction [GO:0007264]; sphingosine-1-phosphate receptor signaling pathway [GO:0003376]; substrate adhesion-dependent cell spreading [GO:0034446]; superoxide anion generation [GO:0042554]; synaptic transmission, GABAergic [GO:0051932]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]	41407251	423
