Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Heat shock protein family C member 1) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1 HSP90A HSPC1 HSPCA	activation of innate immune response [GO:0002218]; cardiac muscle cell apoptotic process [GO:0010659]; cellular response to heat [GO:0034605]; cellular response to virus [GO:0098586]; chaperone-mediated autophagy [GO:0061684]; chaperone-mediated protein complex assembly [GO:0051131]; mitochondrial transport [GO:0006839]; neurofibrillary tangle assembly [GO:1902988]; neuron migration [GO:0001764]; nitric oxide metabolic process [GO:0046209]; positive regulation of cardiac muscle contraction [GO:0060452]; positive regulation of cell size [GO:0045793]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein polymerization [GO:0032273]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; protein unfolding [GO:0043335]; regulation of apoptotic process [GO:0042981]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; regulation of protein localization [GO:0032880]; regulation of protein ubiquitination [GO:0031396]; regulation of protein-containing complex assembly [GO:0043254]; response to antibiotic [GO:0046677]; response to cocaine [GO:0042220]; response to cold [GO:0009409]; response to estrogen [GO:0043627]; response to heat [GO:0009408]; response to salt stress [GO:0009651]; response to unfolded protein [GO:0006986]; response to xenobiotic stimulus [GO:0009410]; skeletal muscle contraction [GO:0003009]; telomerase holoenzyme complex assembly [GO:1905323]; telomere maintenance via telomerase [GO:0007004]	41946767	80
Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1) (Transcription factor 14) (TCF-14) (Transcription factor HNF-4)	HNF4A HNF4 NR2A1 TCF14	blood coagulation [GO:0007596]; cell differentiation [GO:0030154]; cholesterol homeostasis [GO:0042632]; glucose homeostasis [GO:0042593]; lipid homeostasis [GO:0055088]; lipid metabolic process [GO:0006629]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; phospholipid homeostasis [GO:0055091]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of gastrulation [GO:0010470]; regulation of growth hormone receptor signaling pathway [GO:0060398]; regulation of insulin secretion [GO:0050796]; regulation of lipid metabolic process [GO:0019216]; regulation of ornithine metabolic process [GO:0090368]; regulation of transcription by RNA polymerase II [GO:0006357]; response to glucose [GO:0009749]; rhythmic process [GO:0048511]; sex differentiation [GO:0007548]; signal transduction involved in regulation of gene expression [GO:0023019]; transcription by RNA polymerase II [GO:0006366]; triglyceride homeostasis [GO:0070328]; xenobiotic metabolic process [GO:0006805]	41385809	27
Histone deacetylase 5 (HD5) (EC 3.5.1.98) (Antigen NY-CO-9)	HDAC5 KIAA0600	B cell activation [GO:0042113]; B cell differentiation [GO:0030183]; cellular response to insulin stimulus [GO:0032869]; cellular response to lipopolysaccharide [GO:0071222]; epigenetic regulation of gene expression [GO:0040029]; inflammatory response [GO:0006954]; negative regulation of cell migration involved in sprouting angiogenesis [GO:0090051]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron differentiation [GO:0030182]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of myotube differentiation [GO:0010830]; response to activity [GO:0014823]; response to cocaine [GO:0042220]; response to xenobiotic stimulus [GO:0009410]	40781327	34
Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1) (Histone methacryltransferase HAT1) (EC 2.3.1.-)	HAT1 KAT1	chromosome organization [GO:0051276]; internal protein amino acid acetylation [GO:0006475]; nucleosome assembly [GO:0006334]; subtelomeric heterochromatin formation [GO:0031509]	36410688	4
Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (Eukaryotic peptide chain release factor subunit 3b) (eRF3b) (EC 3.6.5.-) (G1 to S phase transition protein 2 homolog)	GSPT2 ERF3B	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; translation [GO:0006412]; translational termination [GO:0006415]	24466059	1
Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1)	GCN1 GCN1L1 KIAA0219	cellular response to amino acid starvation [GO:0034198]; GCN2-mediated signaling [GO:0140469]; protein-RNA covalent cross-linking repair [GO:0160127]; regulation of translation [GO:0006417]; rescue of stalled ribosome [GO:0072344]	38705128	7
Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1)	FOXO3 FKHRL1 FOXO3A	antral ovarian follicle growth [GO:0001547]; brain morphogenesis [GO:0048854]; canonical Wnt signaling pathway [GO:0060070]; cellular response to amyloid-beta [GO:1904646]; cellular response to corticosterone stimulus [GO:0071386]; cellular response to glucose starvation [GO:0042149]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to oxidative stress [GO:0034599]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; initiation of primordial ovarian follicle growth [GO:0001544]; mitochondrial transcription [GO:0006390]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell migration [GO:0030336]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuronal stem cell population maintenance [GO:0097150]; oocyte maturation [GO:0001556]; ovulation from ovarian follicle [GO:0001542]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of hydrogen peroxide-mediated programmed cell death [GO:1901300]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of muscle atrophy [GO:0014737]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of regulatory T cell differentiation [GO:0045591]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of neural precursor cell proliferation [GO:2000177]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of translation [GO:0006417]; response to dexamethasone [GO:0071548]; response to fatty acid [GO:0070542]; response to starvation [GO:0042594]; response to water-immersion restraint stress [GO:1990785]; response to xenobiotic stimulus [GO:0009410]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	42139765	212
Folliculin-interacting protein 2 (FNIP1-like protein) (O6-methylguanine-induced apoptosis 1 protein)	FNIP2 FNIPL KIAA1450 MAPO1	intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of TORC1 signaling [GO:1904263]	36316722	16
Folliculin (BHD skin lesion fibrofolliculoma protein) (Birt-Hogg-Dube syndrome protein)	FLCN BHD	cell proliferation involved in kidney development [GO:0072111]; cell-cell junction assembly [GO:0007043]; cellular response to amino acid starvation [GO:0034198]; cellular response to starvation [GO:0009267]; energy homeostasis [GO:0097009]; epithelial cell proliferation [GO:0050673]; ERK1 and ERK2 cascade [GO:0070371]; hemopoiesis [GO:0030097]; in utero embryonic development [GO:0001701]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway [GO:0097193]; lysosome localization [GO:0032418]; negative regulation of brown fat cell differentiation [GO:1903444]; negative regulation of cell proliferation involved in kidney development [GO:1901723]; negative regulation of cold-induced thermogenesis [GO:0120163]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of glycolytic process [GO:0045820]; negative regulation of lysosome organization [GO:1905672]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of post-translational protein modification [GO:1901874]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription by RNA polymerase II [GO:0000122]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of TOR signaling [GO:0032008]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; regulation of pro-B cell differentiation [GO:2000973]; regulation of Ras protein signal transduction [GO:0046578]; regulation of TOR signaling [GO:0032006]; TOR signaling [GO:0031929]; transforming growth factor beta receptor signaling pathway [GO:0007179]	41925849	87
F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8) (F-box only protein 29)	FBXW8 FBW6 FBW8 FBX29 FBXO29 FBXW6	cell population proliferation [GO:0008283]; cilium assembly [GO:0060271]; Golgi organization [GO:0007030]; labyrinthine layer blood vessel development [GO:0060716]; negative regulation of insulin receptor signaling pathway [GO:0046627]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	22524683	4
F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)	FBXW7 FBW7 FBX30 SEL10	cellular response to UV [GO:0034644]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; lipid homeostasis [GO:0055088]; negative regulation of gene expression [GO:0010629]; negative regulation of hepatocyte proliferation [GO:2000346]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of osteoclast development [GO:2001205]; negative regulation of SREBP signaling pathway [GO:2000639]; negative regulation of triglyceride biosynthetic process [GO:0010868]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903378]; positive regulation of proteasomal protein catabolic process [GO:1901800]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of cell cycle G1/S phase transition [GO:1902806]; regulation of circadian rhythm [GO:0042752]; regulation of lipid storage [GO:0010883]; regulation of mitophagy [GO:1901524]; regulation of protein localization [GO:0032880]; rhythmic process [GO:0048511]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; sister chromatid cohesion [GO:0007062]; ubiquitin recycling [GO:0010992]; vasculature development [GO:0001944]	40127278	92
